operation,total,mean,min,max,count
data_loading,4.172420024871826,4.172420024871826,4.172420024871826,4.172420024871826,1
document_preprocessing,0.2371683120727539,0.2371683120727539,0.2371683120727539,0.2371683120727539,1
document_preparation,33.845924615859985,33.845924615859985,33.845924615859985,33.845924615859985,1
model_initialization,2.65602445602417,2.65602445602417,2.65602445602417,2.65602445602417,1
umap_init,7.724761962890625e-05,7.724761962890625e-05,7.724761962890625e-05,7.724761962890625e-05,1
bertopic_init,0.0013740062713623047,0.0013740062713623047,0.0013740062713623047,0.0013740062713623047,1
model_fitting,48.11344003677368,48.11344003677368,48.11344003677368,48.11344003677368,1
topic_extraction,0.006254434585571289,0.006254434585571289,0.006254434585571289,0.006254434585571289,1
coherence_calculation,115.18731713294983,115.18731713294983,115.18731713294983,115.18731713294983,1
process_topic_-1,0.0005342960357666016,0.0005342960357666016,0.0005342960357666016,0.0005342960357666016,1
individual_topic_coherence,1032.0690233707428,51.60345116853714,48.42999196052551,54.23870849609375,20
process_topic_0,50.46575999259949,50.46575999259949,50.46575999259949,50.46575999259949,1
process_topic_1,52.21081566810608,52.21081566810608,52.21081566810608,52.21081566810608,1
process_topic_2,52.51862835884094,52.51862835884094,52.51862835884094,52.51862835884094,1
process_topic_3,53.341142416000366,53.341142416000366,53.341142416000366,53.341142416000366,1
process_topic_4,52.500059604644775,52.500059604644775,52.500059604644775,52.500059604644775,1
process_topic_5,54.235843658447266,54.235843658447266,54.235843658447266,54.235843658447266,1
process_topic_6,50.72762703895569,50.72762703895569,50.72762703895569,50.72762703895569,1
process_topic_7,50.64076590538025,50.64076590538025,50.64076590538025,50.64076590538025,1
process_topic_8,51.51061820983887,51.51061820983887,51.51061820983887,51.51061820983887,1
process_topic_9,50.28665804862976,50.28665804862976,50.28665804862976,50.28665804862976,1
process_topic_10,48.432682514190674,48.432682514190674,48.432682514190674,48.432682514190674,1
process_topic_11,48.68395113945007,48.68395113945007,48.68395113945007,48.68395113945007,1
process_topic_12,50.98298358917236,50.98298358917236,50.98298358917236,50.98298358917236,1
process_topic_13,51.4421284198761,51.4421284198761,51.4421284198761,51.4421284198761,1
process_topic_14,50.130255699157715,50.130255699157715,50.130255699157715,50.130255699157715,1
process_topic_15,51.51066184043884,51.51066184043884,51.51066184043884,51.51066184043884,1
process_topic_16,54.14124774932861,54.14124774932861,54.14124774932861,54.14124774932861,1
process_topic_17,52.14186215400696,52.14186215400696,52.14186215400696,52.14186215400696,1
process_topic_18,54.24025917053223,54.24025917053223,54.24025917053223,54.24025917053223,1
process_topic_19,51.95920777320862,51.95920777320862,51.95920777320862,51.95920777320862,1
topic_analysis,1032.109207868576,1032.109207868576,1032.109207868576,1032.109207868576,1
save_results,1032.1152579784393,1032.1152579784393,1032.1152579784393,1032.1152579784393,1
