topic_id,cv_score,size,top_words,word_weights
48,0.7494084506567362,575,"children, foster, care, social, child, carers, kinship, fostering, family, families","0.015, 0.012, 0.009, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005"
49,0.6176627950878201,562,"debt, deficit, chancellor, fiscal, budget, borrowing, gdp, forecast, growth, economy","0.015, 0.011, 0.010, 0.009, 0.008, 0.008, 0.007, 0.006, 0.006, 0.005"
50,0.8951104487966597,554,"nursing, nurses, nurse, bursary, students, student, training, bursaries, nhs, mature","0.032, 0.029, 0.013, 0.013, 0.011, 0.011, 0.007, 0.007, 0.007, 0.006"
51,0.6725080374746536,554,"women, female, men, gender, equality, woman, representation, parliament, male, mps","0.022, 0.011, 0.009, 0.006, 0.006, 0.005, 0.004, 0.004, 0.004, 0.004"
52,0.7049463584422152,542,"hospital, ccg, patients, nhs, stp, hospitals, care, services, trust, centre","0.015, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004, 0.004"
53,0.688878151984736,519,"lgbt, trans, gay, transgender, gender, equality, homosexual, merchant, act, rights","0.016, 0.013, 0.012, 0.011, 0.009, 0.007, 0.006, 0.006, 0.005, 0.004"
54,0.9061119707110198,511,"ivory, elephants, wildlife, species, elephant, ban, poaching, illegal, trade, endangered","0.039, 0.020, 0.014, 0.012, 0.012, 0.010, 0.009, 0.009, 0.008, 0.005"
55,0.8073160570701828,503,"domestic, violence, abuse, refuges, women, victims, refuge, abusive, men, partner","0.029, 0.021, 0.020, 0.015, 0.011, 0.010, 0.010, 0.004, 0.004, 0.004"
56,0.2343378783152566,500,"give, way, friend, my, hon, will, intervene, tempt, briefly, restless","0.158, 0.113, 0.069, 0.037, 0.034, 0.024, 0.004, 0.004, 0.003, 0.003"
57,0.8218763613268821,499,"apprenticeships, apprenticeship, apprentices, levy, skills, employers, training, apprentice, starts, young","0.042, 0.029, 0.020, 0.012, 0.008, 0.008, 0.007, 0.006, 0.005, 0.005"
58,0.8990501845594929,497,"heathrow, airport, airports, runway, expansion, regional, gatwick, flights, connectivity, slots","0.033, 0.023, 0.019, 0.015, 0.014, 0.007, 0.007, 0.007, 0.006, 0.006"
59,0.8709501335430672,492,"pharmacies, pharmacy, pharmacists, community, gp, dispensing, pharmacist, gps, nhs, services","0.050, 0.035, 0.019, 0.012, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005"
60,0.7481975393230655,491,"bbc, charter, licence, fee, editorial, broadcasting, ofcom, news, radio, board","0.057, 0.011, 0.010, 0.010, 0.006, 0.005, 0.005, 0.004, 0.004, 0.004"
61,0.5082205399940319,481,"windrush, generation, immigration, home, illegal, here, hostile, office, citizens, british","0.030, 0.014, 0.010, 0.008, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004"
62,0.757451799575611,474,"pubs, pub, beer, code, adjudicator, newby, tenants, duty, pubcos, alcohol","0.035, 0.027, 0.018, 0.013, 0.012, 0.011, 0.010, 0.006, 0.006, 0.005"
63,0.6838131390309059,465,"science, research, innovation, scientific, horizon, researchers, scientists, universities, collaboration, sciences","0.028, 0.018, 0.012, 0.008, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005"
64,0.8742427234997425,462,"flood, flooding, floods, defences, flooded, catchment, insurance, water, resilience, river","0.040, 0.022, 0.013, 0.012, 0.009, 0.007, 0.006, 0.006, 0.006, 0.006"
65,0.8534074238111456,461,"electoral, registration, register, voter, id, polling, vote, voters, fraud, postal","0.029, 0.021, 0.018, 0.016, 0.015, 0.011, 0.010, 0.009, 0.009, 0.009"
66,0.7813130176615111,460,"fire, rescue, firefighters, service, services, police, pccs, fires, emergency, tyne","0.046, 0.020, 0.020, 0.011, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
67,0.9257842958626844,450,"plastic, plastics, recycling, waste, packaging, microbeads, bottles, marine, recycled, cups","0.044, 0.018, 0.016, 0.014, 0.014, 0.010, 0.009, 0.008, 0.008, 0.006"
68,0.8508433702415422,449,"obesity, sugar, drinks, childhood, obese, food, sugary, advertising, children, milk","0.030, 0.023, 0.019, 0.013, 0.010, 0.008, 0.007, 0.007, 0.007, 0.007"
69,0.49430279697236945,446,"gerald, speaker, his, he, you, him, member, michael, thank, house","0.009, 0.005, 0.005, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.003"
